1;7968750;10
2;18437500;10
3;29062500;10
4;12968750;20
5;24062500;20
6;19062500;30
7;7031250;10
8;12812500;10
9;23984375;20
10;7031250;10
11;21875000;30
12;17812500;20
13;17031250;30
14;23281250;20
15;23281250;20
16;22812500;30
17;19375000;10
18;22968750;10
19;12031250;20
20;24375000;20
21;7031250;10
